On GBIF,South Africa records,Comments,Source,Taxon Rank,Kingdom,Phylum,Class,Order,Family,Genus,Species,SubSpecies,Taxon,Scientific name and authority,Origin,Endemism,Conservation status,Former scientific names
Yes,Yes,,WRC guides,Genus,Animalia,Arthropoda,Insecta,Coleoptera,Noteridae,Canthydrus,,,Canthydrus ,,Native,Unknown,Not evaluated,
No,Unknown,,WRC guides,Species,Animalia,Arthropoda,Insecta,Coleoptera,Noteridae,Hydrocanthus,acrobeles,,Hydrocanthus acrobeles,"Hydrocanthus (Sternocanthus) acrobeles Guignot, 1953",Native,Unknown,Not evaluated,
Yes,Unknown,,WRC guides,Species,Animalia,Arthropoda,Insecta,Coleoptera,Noteridae,Hydrocanthus,constrictus,,Hydrocanthus constrictus,"Hydrocanthus (Sternocanthus) constrictus Régimbart, 1895",Native,Unknown,Not evaluated,
Yes,Yes,,WRC guides,Species,Animalia,Arthropoda,Insecta,Coleoptera,Noteridae,Hydrocanthus,ferruginicollis,,Hydrocanthus ferruginicollis,"Hydrocanthus (Sternocanthus) ferruginicollis Régimbart, 1895",Native,Unknown,Not evaluated,
No,Unknown,,WRC guides,Species,Animalia,Arthropoda,Insecta,Coleoptera,Noteridae,Hydrocanthus,klarae,,Hydrocanthus klarae,"Hydrocanthus (Sternocanthus) klarae Gschwendtner, 1930",Native,Unknown,Not evaluated,
Yes,Yes,,WRC guides,Genus,Animalia,Arthropoda,Insecta,Coleoptera,Noteridae,Hydrocanthus,,,Hydrocanthus ,,Native,Unknown,Not evaluated,
Yes,Unknown,No coordinates in GBIF records,WRC guides,Species,Animalia,Arthropoda,Insecta,Coleoptera,Noteridae,Neohydrocoptus,aethiopicus,,Neohydrocoptus aethiopicus,"Neohydrocoptus aethiopicus (Balfour-Browne, 1961)",Native,Unknown,Not evaluated,
Yes,Unknown,No coordinates in GBIF records,WRC guides,Species,Animalia,Arthropoda,Insecta,Coleoptera,Noteridae,Neohydrocoptus,angolensis,,Neohydrocoptus angolensis,"Neohydrocoptus angolensis (Peschet, 1925)",Native,Unknown,Not evaluated,
No,Unknown,,WRC guides,Species,Animalia,Arthropoda,Insecta,Coleoptera,Noteridae,Neohydrocoptus,koppi,,Neohydrocoptus koppi,"Neohydrocoptus koppi (Wehncke, 1883)",Native,Unknown,Not evaluated,
Yes,Yes,,WRC guides,Species,Animalia,Arthropoda,Insecta,Coleoptera,Noteridae,Synchortus,imbricatus,,Synchortus imbricatus,"Synchortus imbricatus (Klug, 1853)",Native,Unknown,Not evaluated,
Yes,Unknown,,WRC guides,Species,Animalia,Arthropoda,Insecta,Coleoptera,Noteridae,Synchortus,simplex,,Synchortus simplex,"Synchortus simplex Sharp, 1882",Native,Unknown,Not evaluated,
Yes,Yes,,WRC guides,Genus,Animalia,Arthropoda,Insecta,Coleoptera,Noteridae,Synchortus,,,Synchortus ,,Native,Unknown,Not evaluated,
Yes,Yes,,Biobase,Family,Animalia,Arthropoda,Insecta,Coleoptera,Noteridae,,,,Noteridae,,Native,Unknown,Not evaluated,
Yes,Yes,,Biobase,Species,Animalia,Arthropoda,Insecta,Coleoptera,Notoridae,Canthydrus,notula,,Canthydrus notula,,Native,Unknown,Not evaluated,
No,Unknown,,WRC guides,Species,Animalia,Arthropoda,Insecta,Coleoptera,Psephenidae,Afrobrianax,ferdyi,,Afrobrianax ferdyi,"Afrobrianax ferdyi Lee, Philips & Yang, 2003",Native,Unknown,Not evaluated,
Yes,Yes,,WRC guides,Genus,Animalia,Arthropoda,Insecta,Coleoptera,Psephenidae,Afrobrianax,,,Afrobrianax ,,Native,Unknown,Not evaluated,
No,Unknown,,WRC guides,Species,Animalia,Arthropoda,Insecta,Coleoptera,Psephenidae,Afroeubria,sebastiani,,Afroeubria sebastiani,"Afroeubria sebastiani Lee, 2003",Native,Unknown,Not evaluated,
Yes,Yes,,Biobase,Genus,Animalia,Arthropoda,Insecta,Coleoptera,Psephenidae,Afroeubria,,,Afroeubria ,,Native,Unknown,Not evaluated,
No,Unknown,,WRC guides,Species,Animalia,Arthropoda,Insecta,Coleoptera,Psephenidae,Afropsephenoides,ruthae,,Afropsephenoides ruthae,"Afropsephenoides ruthae Jeng & Yang, 2006",Native,Unknown,Not evaluated,
Yes,Yes,,Biobase,Genus,Animalia,Arthropoda,Insecta,Coleoptera,Psephenidae,Afropsephenoides,,,Afropsephenoides ,,Native,Unknown,Not evaluated,
Yes,Yes,Recorded in legacy Biobase,Biobase,Species,Animalia,Arthropoda,Insecta,Coleoptera,Psephenidae,Eubrianax,edwardsi,,Eubrianax edwardsi,,Native,Unknown,Not evaluated,
Yes,Yes,,Biobase,Genus,Animalia,Arthropoda,Insecta,Coleoptera,Psephenidae,Eubrianax,,,Eubrianax ,,Native,Unknown,Not evaluated,
Yes,Yes,,Biobase,Family,Animalia,Arthropoda,Insecta,Coleoptera,Psephenidae,,,,Psephenidae,,Native,Unknown,Not evaluated,
Yes,Yes,,,Genus,Animalia,Arthropoda,Insecta,Coleoptera,Ptilodactylidae,Anchytarsus,,,Anchytarsus,,Native,Unknown,Not evaluated,
Yes,Yes,,Biobase,Family,Animalia,Arthropoda,Insecta,Coleoptera,Ptilodactylidae,,,,Ptilodactylidae,,Native,Unknown,Not evaluated,
Yes,Yes,Recorded in legacy Biobase,Biobase,Genus,Animalia,Arthropoda,Insecta,Coleoptera,Scirtidae,Prionocyphon,,,Prionocyphon ,,Native,Unknown,Not evaluated,
Yes,Yes,,WRC guides,Family,Animalia,Arthropoda,Insecta,Coleoptera,Scirtidae,,,,Scirtidae,,Native,Unknown,Not evaluated,
Yes,Yes,,WRC guides,Species,Animalia,Arthropoda,Insecta,Coleoptera,Spercheidae,Spercheus,cerisyi,,Spercheus cerisyi,"Spercheus cerisyi Guérin-Méneville, 1842",Native,Unknown,Not evaluated,
Yes,Unknown,No coordinates in GBIF records,WRC guides,Species,Animalia,Arthropoda,Insecta,Coleoptera,Spercheidae,Spercheus,crenulatus,,Spercheus crenulatus,"Spercheus crenulatus Fairmaire, 1893",Native,Unknown,Not evaluated,
Yes,Unknown,No coordinates in GBIF records,WRC guides,Species,Animalia,Arthropoda,Insecta,Coleoptera,Spercheidae,Spercheus,gerardi,,Spercheus gerardi,"Spercheus gerardi d’Orchymont, 1929",Native,Unknown,Not evaluated,
Yes,Yes,,WRC guides,Genus,Animalia,Arthropoda,Insecta,Coleoptera,Spercheidae,Spercheus,,,Spercheus ,,Native,Unknown,Not evaluated,
Yes,Yes,,WRC guides,Family,Animalia,Arthropoda,Insecta,Coleoptera,Spercheidae,,,,Spercheidae,,Native,Unknown,Not evaluated,
Yes,Unknown,No coordinates in GBIF records,WRC guides,Species,Animalia,Arthropoda,Insecta,Coleoptera,Sphaeriusidae,Microsporus,africanus,,Microsporus africanus,"Microsporus africanus Endrödy-Younga, 1997",Native,Unknown,Not evaluated,
Yes,Yes,,WRC guides,Family,Animalia,Arthropoda,Insecta,Coleoptera,Sphaeriusidae,,,,Sphaeriusidae,,Native,Unknown,Not evaluated,
Yes,Yes,,Biobase,Family,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,,,,Staphylinidae,,Native,Unknown,Not evaluated,
Yes,Unknown,,WRC guides,Species,Animalia,Arthropoda,Insecta,Coleoptera,Torridincolidae,Delevea,bertrandi,,Delevea bertrandi,"Delevea bertrandi Reichardt, 1976",Native,Unknown,Not evaluated,
Yes,Unknown,,WRC guides,Species,Animalia,Arthropoda,Insecta,Coleoptera,Torridincolidae,Delevea,namibensis,,Delevea namibensis,"Delevea namibensis Endrödy-Younga, 1997",Native,Unknown,Not evaluated,
Yes,Yes,,WRC guides,Genus,Animalia,Arthropoda,Insecta,Coleoptera,Torridincolidae,Delevea,,,Delevea ,,Native,Unknown,Not evaluated,
No,Unknown,,WRC guides,Species,Animalia,Arthropoda,Insecta,Coleoptera,Torridincolidae,Torridincola,natalesica,,Torridincola natalesica,"Torridincola natalesica Steffan, 1973",Native,Unknown,Not evaluated,
Yes,Unknown,,WRC guides,Species,Animalia,Arthropoda,Insecta,Coleoptera,Torridincolidae,Torridincola,rhodesica,,Torridincola rhodesica,"Torridincola rhodesica Steffan, 1964",Native,Unknown,Not evaluated,
Yes,Yes,,WRC guides,Genus,Animalia,Arthropoda,Insecta,Coleoptera,Torridincolidae,Torridincola,,,Torridincola ,,Native,Unknown,Not evaluated,
Yes,Yes,,WRC guides,Family,Animalia,Arthropoda,Insecta,Coleoptera,Torridincolidae,,,,Torridincolidae,,Native,Unknown,Not evaluated,
No,Yes,No coordinates in GBIF records,Biobase,Species,Animalia,Arthropoda,Insecta,Coleoptera,,Amarodytes,peringueyi,,Amarodytes peringueyi,,Native,Unknown,Not evaluated,
Yes,Yes,,Biobase,Order,Animalia,Arthropoda,Insecta,Coleoptera,,,,,Coleoptera,,Native,Unknown,Not evaluated,
Yes,Yes,,Biobase,Order,Animalia,Arthropoda,Insecta,Collembola,,,,,Collembola,,Native,Unknown,Not evaluated,
,,,,Order,Animalia,Arthropoda,Insecta,Diptera,,,,,Diptera,,Unknown,Unknown,Not evaluated,
Yes,Yes,,Biobase,Genus,Animalia,Arthropoda,Insecta,Diptera,Muscidae,Limnophora,,,Limnophora ,,Native,Unknown,Not evaluated,
Yes,Yes,,Biobase,Family,Animalia,Arthropoda,Insecta,Diptera,Anthomyiidae,,,,Anthomyiidae,,Native,Unknown,Not evaluated,
Yes,Yes,Recorded in legacy Biobase,Biobase,Species,Animalia,Arthropoda,Insecta,Diptera,Athericidae,Atherix,variegata,,Atherix variegata,,Native,Widespread,Not evaluated,
Yes,Yes,,Biobase,Genus,Animalia,Arthropoda,Insecta,Diptera,Athericidae,Atherix,,,Atherix ,,Native,Widespread,Not evaluated,
Yes,Yes,,SANBI-EOL,Species,Animalia,Arthropoda,Insecta,Diptera,Athericidae,Pachybates,braunsi,,Pachybates braunsi,"Pachybates braunsi (Bequaert, 1921) ",Native,Widespread,Not evaluated,
Yes,Yes,,SANBI-EOL,Species,Animalia,Arthropoda,Insecta,Diptera,Athericidae,Pachybates,incompletus,,Pachybates incompletus,"Pachybates incompletus (Bezzi, 1926) ",Native,Widespread,Not evaluated,
Yes,Yes,,,Genus,Animalia,Arthropoda,Insecta,Diptera,Athericidae,Pachybates,,,Pachybates ,,Native,Widespread,Not evaluated,
Yes,Yes,,SANBI-EOL,Species,Animalia,Arthropoda,Insecta,Diptera,Athericidae,Suragina,agramma,,Suragina agramma,"Suragina agramma (Bezzi, 1926)",Native,Widespread,Not evaluated,
